GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT            P
79501        1      34091      80008      1       1  8427   1.2513e-08          0.5
148398       1     824993     889961    191      49  8427        4.827     6.93e-07
339451       1     860967     911099    128      48  8427       5.6302        9e-09
84069        1     866872     920488    134      53  8427       5.7047   5.8289e-09
26155        1     869583     929679    142      58  8427       7.3096   1.3395e-13
84808        1     900579     952473    122      44  8427       5.6734        7e-09
9636         1     913847     959920    123      41  8427       5.5094      1.8e-08
375790       1     920503    1001499    214      65  8427       4.9882   3.0477e-07
57801        1     924342     971608    107      36  8427       5.8842        2e-09
401934       1     997126    1044687    123      33  8427       4.4665   3.9762e-06
54991        1    1007198    1086736    243      48  8427       4.5222   3.0601e-06
254173       1    1074286    1143315    261      48  8427       5.4538   2.4647e-08
8784         1    1128888    1177163    197      25  8427       3.2171   0.00064745
126792       1    1132629    1180421    197      25  8427        3.256     0.000565
7293         1    1136706    1184703    196      24  8427       2.6554    0.0039608
51150        1    1142288    1202447    229      30  8427       1.9821     0.023732
388581       1    1167826    1217102    150      35  8427       1.7028     0.044303
118424       1    1179292    1244234    179      45  8427       3.2499   0.00057723
6339         1    1180816    1237409    149      38  8427       3.3456   0.00041053
126789       1    1208962    1257057    124      38  8427       3.6012   0.00015835
116983       1    1217764    1278304    150      48  8427       3.5555   0.00018863
80772        1    1225136    1274276    131      46  8427       1.5972     0.055106
83756        1    1231726    1279844    119      41  8427       1.5516     0.060382
54973        1    1236965    1295067    128      43  8427       1.3975     0.081135
1855         1    1260658    1319509    122      38  8427       1.4658     0.071347
54587        1    1278071    1332183     94      34  8427       4.1151   1.9354e-05
54998        1    1299110    1345818     92      26  8427       3.7465   8.9665e-05
81669        1    1311091    1369718    140      26  8427       4.4755   3.8116e-06
643965       1    1326508    1373167    114      22  8427       4.0147   2.9763e-05
55052        1    1327276    1377693    121      24  8427       4.0054   3.0954e-05
64856        1    1335903    1388262    133      27  8427        3.993   3.2626e-05
219293       1    1343152    1415538    174      44  8427       5.1816      1.1e-07
441869       1    1343800    1391824    123      29  8427       4.2125   1.2628e-05
83858        1    1372139    1454852    181      45  8427       3.6361   0.00013842
55210        1    1412523    1480067    160      39  8427       3.6403   0.00013614
339453       1    1460158    1510740    110      29  8427       4.4925   3.5197e-06
29101        1    1467053    1545262    179      39  8427         4.56   2.5575e-06
142678       1    1515795    1575990    110      32  8427       5.2052   9.6911e-08
643988       1    1523388    1570476     83      23  8427       5.4541   2.4605e-08
8510         1    1532060    1580030     67      21  8427        4.368   6.2681e-06
984          1    1561100    1625473     73      30  8427       1.8606     0.031399
728661       1    1581486    1659243     91      35  8427       6.5437   3.0014e-11
728642       1    1623822    1690999     74      29  8427       6.6754   1.2327e-11
9906         1    1646277    1712438    102      35  8427       3.6874   0.00011326
65220        1    1672671    1746508    124      39  8427       3.2117   0.00065981
2782         1    1706725    1857552    256      48  8427       4.4755   3.8119e-06
163688       1    1811266    1858733    101      26  8427      0.51771      0.30233
339456       1    1839029    1885740    118      25  8427      0.51781       0.3023
85452        1    1843390    1970276    349      69  8427       3.3825   0.00035913
2563         1    1915768    1972192    152      50  8427       3.7844   7.7046e-05
5590         1    1946909    2126834    420      96  8427       4.8891   5.0644e-07
100506504    1    2103250    2150812     95      34  8427       3.7141   0.00010197
199990       1    2105899    2179159    155      56  8427       5.0827   1.8609e-07
6497         1    2125134    2251652    307      99  8427       5.3565    4.243e-08
79906        1    2241719    2358190    360      90  8427       7.4548   4.4987e-14
11079        1    2288214    2346883    153      56  8427       5.9914   1.0401e-09
5192         1    2326241    2379010    164      73  8427       1.7499     0.040065
9651         1    2372754    2446964    247      67  8427       7.4377   5.1237e-14
55229        1    2429975    2493061    163      40  8427       2.6423    0.0041167
388585       1    2450184    2496684    101      30  8427       -0.485      0.68616
8764         1    2452291    2505268    116      34  8427     -0.73503      0.76884
127281       1    2482899    2532908    116      33  8427       3.0927   0.00099172
79258        1    2512078    2599499    203      40  8427        2.385    0.0085397
100287898    1    2562807    2741230    202      40  8427       2.3336    0.0098087
140625       1    2903046    2949467    177      22  8427       1.4341     0.075775
63976        1    2950565    3365185   1487     247  8427       7.0904   6.6856e-13
27237        1    3336147    3407677    221      52  8427       2.7749    0.0027612
1953         1    3394506    3563059    546     124  8427       8.8792   3.3686e-19
127262       1    3506556    3556695    131      43  8427       3.9341   4.1751e-05
7161         1    3534129    3662765    328      94  8427       4.6517   1.6457e-06
49856        1    3537331    3601671    153      53  8427       3.7816   7.7912e-05
148870       1    3633965    3698209    214      53  8427       2.8338    0.0022999
388588       1    3654352    3702546    182      41  8427      0.30959      0.37844
57470        1    3686784    3748068    253      32  8427        2.944      0.00162
9731         1    3718645    3808797    392      46  8427       2.9937    0.0013779
1677         1    3738845    3811993    334      49  8427       2.6393    0.0041537
339448       1    3795697    3851857    161      34  8427       2.5112    0.0060153
55966        1    4680105    4853851    672     117  8427       6.3826   8.7057e-11
261734       1    5912870    6087618    524      41  8427       2.6523    0.0039969
8514         1    6017358    6171253    403      69  8427       4.8497   6.1821e-07
26038        1    6151847    6275194    302      69  8427       6.3875   8.4291e-11
388591       1    6231189    6291359    128      33  8427       3.7395   9.2176e-05
6146         1    6235080    6294679    128      34  8427       3.7016   0.00010712
390992       1    6269252    6315638    107      29  8427       3.5599    0.0001855
23463        1    6271253    6331044    142      37  8427       4.6203   1.9157e-06
387509       1    6297406    6356035    144      41  8427       4.8415   6.4438e-07
11332        1    6314332    6488826    569      42  8427       5.5826   1.1845e-08
83715        1    6449836    6531004    229      33  8427       3.7858   7.6618e-05
54626        1    6465292    6519724    151      24  8427       1.4775     0.069769
8718         1    6510787    6562432    119      32  8427       1.5499     0.060585
57449        1    6516152    6615121    238      56  8427       2.7055    0.0034103
79707        1    6571407    6649658    157      31  8427       2.5055    0.0061147
80835        1    6579987    6649817    135      27  8427       2.5974    0.0046968
3104         1    6605051    6659340    118      40  8427       3.6474   0.00013245
148479       1    6638756    6694093    103      36  8427       1.9462     0.025815
9903         1    6640784    6697958    113      39  8427       2.2046     0.013742
90326        1    6649925    6705646    113      37  8427       2.1233     0.016866
55735        1    6684228    6796966    224      54  8427       1.7276     0.042027
23261        1    6810384    7839766   2554     310  8427       10.775   2.2603e-27
9341         1    7796329    7851492    115      36  8427       1.7479     0.040245
8863         1    7809413    7915241    274      40  8427       6.3129   1.3695e-10
10911        1    7897672    7948551    164      34  8427       6.0788   6.0541e-10
3604         1    7965931    8038225    123      47  8427       5.5899   1.1359e-08
11315        1    7986714    8055342    113      39  8427       3.5207   0.00021521
54206        1    8061779    8121393     86      23  8427       1.0843      0.13911
50651        1    8343171    8414227    145      47  8427       3.4841   0.00024687
473          1    8402464    8912699    710      77  8427       3.7775   7.9215e-05
2023         1    8911059    8974151    124      41  8427       5.7306   5.0043e-09
765          1    8970893    9045151    234      78  8427       6.1525   3.8146e-10
155184       1    9053359    9121404    188      64  8427       1.8173     0.034583
6518         1    9087005    9166763    228      47  8427       2.8547    0.0021539
80045        1    9153472    9224229    173      54  8427       4.9137   4.4697e-07
9563         1    9259822    9341396    238      62  8427       4.1984   1.3442e-05
80176        1    9300202    9439591    465     120  8427       6.1051   5.1366e-10
84275        1    9564528    9652831    143      49  8427       3.3523   0.00040073
199953       1    9613932    9684935     96      45  8427       4.5297   2.9528e-06
5293         1    9676789    9799172    252      62  8427       7.6756   8.2351e-15
22883        1    9779079    9919550    267      53  8427       2.8755    0.0020172
56998        1    9898334   10005316    205      66  8427       1.1947       0.1161
64802        1    9968486   10055556    160      45  8427       1.6646     0.047994
84328        1    9972168   10038460    122      39  8427       1.5464     0.061008
116362       1   10022255   10086078    125      29  8427       1.2736       0.1014
10277        1   10058041   10251297    451      41  8427        3.252   0.00057294
23095        1   10235606   10451664    604      30  8427       1.6571     0.048749
5226         1   10423884   10490565    178      42  8427       7.1725   3.6821e-13
378708       1   10454944   10520239    141      52  8427       7.0157   1.1441e-12
100526739    1   10455159   10522060    145      53  8427       7.3048   1.3889e-13
1325         1   10474776   10522060     93      39  8427       7.7259   5.5511e-15
5195         1   10500003   10700815    417      67  8427       4.2734   9.6238e-06
1676         1   10510588   10567613    106      28  8427       2.1725     0.014911
54897        1   10686661   10891733    532     138  8427        9.017   9.6613e-20
148345       1   10996530   11077094    190      46  8427       3.0923   0.00099316
23435        1   11037462   11095549    109      34  8427       5.2552    7.393e-08
10747        1   11076580   11142296    153      21  8427       3.6271   0.00014332
6723         1   11104649   11155091    107      12  8427       3.6203   0.00014715
5394         1   11116675   11194961    181      15  8427       2.7487     0.002992
2475         1   11156588   11357614    401      30  8427      0.59959      0.27439
10218        1   11214346   11266038     97      10  8427      0.30651      0.37961
29914        1   11298255   11358491    106      26  8427      0.83524      0.20179
57540        1   11504295   11607640    224      54  8427       2.6801    0.0036803
93611        1   11679432   11733384    124      43  8427       4.2118   1.2666e-05
26270        1   11689150   11744411    130      43  8427       4.3354   7.2732e-06
26232        1   11697924   11749888    121      41  8427       4.3905   5.6547e-06
374946       1   11716781   11790336    184      59  8427       5.5272   1.6265e-08
10459        1   11724537   11786678    160      54  8427       5.7521   4.4071e-09
57085        1   11761142   11820828    157      54  8427        6.793   5.4911e-12
284498       1   11788827   11859642    213      46  8427       6.1094        5e-10
1185         1   11831153   11913201    318      25  8427        3.014     0.001289
4524         1   11835787   11901160    253      17  8427       2.2462     0.012346
4878         1   11895766   11942840    186      39  8427       3.3873    0.0003529
4879         1   11907521   11953992    174      38  8427         3.55   0.00019262
5351         1   11959724   12045599    245      50  8427       2.1626     0.015286
90231        1   11969645   12021485    158      33  8427       2.6236      0.00435
9927         1   12005238   12083572    172      34  8427       4.6348   1.7862e-06
60672        1   12044299   12102106    110      29  8427       6.3197   1.3102e-10
943          1   12088434   12214264    298      87  8427       4.0473   2.5909e-05
7133         1   12192044   12279279    245      53  8427        3.464   0.00026606
55187        1   12255101   12582099    763      54  8427       5.2971   5.8823e-08
9249         1   12617939   12712820    318      73  8427       6.8118   4.8195e-12
343066       1   12669566   12737097    213      41  8427       3.2418   0.00059381
126767       1   12741118   12798726    121      50  8427       7.6794   7.9936e-15
93190        1   12771163   12831102    137      34  8427       4.2588   1.0275e-05
390999       1   12799984   12848049     94      28  8427        1.114      0.13265
65121        1   12816546   12866777    113      34  8427       1.5871     0.056247
440560       1   12874468   12926264    133      15  8427       2.8772    0.0020062
65122        1   12881941   12931764    122      12  8427       2.8674    0.0020696
343069       1   12897261   12943578    103       9  8427       2.1867     0.014382
400735       1   12929033   12981025      4       2  8427        1.008      0.15673
441871       1   12941467   12990300      4       2  8427     -0.56346      0.71344
343071       1   12942727   12993094      4       2  8427     -0.56346      0.71344
440563       1   13172960   13219326     51      12  8427      0.73883         0.23
400736       1   13437414   13487656      1       1  8427      0.77219         0.22
654348       1   13460254   13508260      2       1  8427       1.0772      0.14069
391003       1   13464053   13512569      2       1  8427       1.0772      0.14069
729528       1   13658269   13708511      1       1  8427       0.8779         0.19
391004       1   13681088   13729064      1       1  8427       0.8779         0.19
645414       1   13684889   13733405      2       1  8427       1.7479      0.04024
645425       1   13701907   13757803      2       1  8427       1.7479      0.04024
126755       1   13791445   13875242    272      70  8427       7.4804   3.7036e-14
10630        1   13875252   13954452    248      78  8427        7.489   3.4694e-14
7799         1   13991714   14161574    510      46  8427       3.2181   0.00064522
23254        1   14184646   15454544   3756     431  8427       12.281   5.7093e-35
55092        1   15444028   15556974    387      47  8427       3.3163   0.00045604
727684       1   15480692   15533120    182      38  8427        3.682    0.0001157
114827       1   15538730   15734767    579     104  8427       4.5036    3.341e-06
79180        1   15701391   15766839    184      44  8427       1.6757     0.046901
11330        1   15729938   15783153    132      48  8427        2.318     0.010226
63036        1   15748223   15808586    145      44  8427       3.7347   9.3984e-05
51032        1   15767596   15827895    156      47  8427       4.7488   1.0234e-06
842          1   15807896   15886407    172      30  8427       2.1669     0.015121
23341        1   15818343   15908228    202      31  8427      0.10296        0.459
79814        1   15888194   15946605    172      22  8427     -0.67403      0.74985
84301        1   15908953   16005539    241      23  8427       1.2243      0.11041
6248         1   15951364   15998217    104      17  8427    -0.072685      0.52897
23207        1   15975632   16071264    249      34  8427       2.2347      0.01272
284723       1   16027721   16077884    145      30  8427      0.30024        0.382
388595       1   16033987   16084292    146      31  8427      0.39154       0.3477
54751        1   16048107   16123089    184      52  8427       3.3062    0.0004729
440567       1   16123657   16169194    154      19  8427       2.0479     0.020287
23013        1   16139359   16276951    304      44  8427      0.50685      0.30613
7709         1   16258364   16337627    217      48  8427       2.7397    0.0030749
101928566    1   16267626   16333701    189      43  8427       2.8989    0.0018723
149563       1   16295731   16343184    161      35  8427       4.1401   1.7355e-05
1187         1   16313486   16370548    221      40  8427       3.6017   0.00015806
27129        1   16330523   16381084    193      40  8427       3.6932   0.00011071
1188         1   16335231   16393821    217      43  8427       3.5113   0.00022293
348487       1   16374264   16435127    182      32  8427       2.4333    0.0074811
1969         1   16440832   16517582    127      51  8427       4.2272   1.1832e-05
128272       1   16514599   16574104    131      27  8427       3.0764    0.0010478
101927546    1   16541343   16588528     98      23  8427       1.1035       0.1349
79363        1   16548182   16598659    114      23  8427      0.94125      0.17329
54455        1   16563339   16713965    284      31  8427       1.9434     0.025984
26099        1   16658525   16734643    154      31  8427      0.77897        0.218
374955       1   16712101   16798919    217      51  8427       4.5268    2.994e-06
55707        1   16732167   16796585    161      40  8427       5.3458      4.5e-08
100133301    1   16830561   16876198     41      18  8427       1.0031      0.15791
55672        1   16878922   16975100      9       6  8427       1.4441     0.074356
729574       1   16964498   17010007     12       6  8427       8.0766   3.3307e-16
11223        1   17071129   17125975      4       2  8427       0.0295      0.48823
9696         1   17213445   17309474    145      39  8427       3.0138      0.00129
4237         1   17290997   17343081     98      33  8427        7.683   7.7716e-15
23400        1   17302453   17373467    136      32  8427       6.5689   2.5343e-11
6390         1   17335217   17415665    211      29  8427       2.7015     0.003451
11240        1   17383256   17480948    275      54  8427       2.3402    0.0096354
29943        1   17496621   17582501    347      76  8427       7.1165   5.5367e-13
51702        1   17540593   17620728    324      57  8427       6.2665   1.8461e-10
23569        1   17599690   17700495    340      53  8427       6.7449   7.6552e-12
353238       1   17663741   17738195    271      47  8427       6.6615   1.3551e-11
55920        1   17723251   17801250    206      47  8427       3.6432   0.00013464
55160        1   17811693   18034370    526     110  8427       7.9889   6.8082e-16
81569        1   18046808   18163558    301      60  8427       4.8417   6.4364e-07
84966        1   18399240   18714977    924     188  8427       8.8454   4.5585e-19
127707       1   18772424   18822540    144      38  8427        4.717   1.1966e-06
5081         1   18922500   19085360    455     101  8427       3.2714   0.00053509
80834        1   19156093   19221155    292      59  8427       7.1613   3.9947e-13
8659         1   19187924   19264293    312      50  8427       6.3586   1.0183e-10
126917       1   19220774   19317826    313      54  8427       5.6838   6.5861e-09
23352        1   19391000   19571812    334      41  8427       3.4644   0.00026575
23065        1   19532158   19613053    250      25  8427       2.6201    0.0043957
51154        1   19543075   19596622    153      24  8427       2.7812    0.0027077
22977        1   19599057   19650280    144      23  8427       2.6403    0.0041418
54896        1   19603740   19668925    190      39  8427       3.0766    0.0010467
8574         1   19619202   19673640    159      33  8427       1.5478      0.06084
832          1   19655267   19847066    581      52  8427        2.469    0.0067745
440574       1   19888471   19966315    178      27  8427        2.489     0.006405
100532736    1   19888471   19994949    255      36  8427       3.2052   0.00067483
4681         1   19934723   19994949    141      39  8427       3.7986    7.277e-05
3362         1   19956780   20016055    156      40  8427       5.5684   1.2854e-08
255104       1   19998706   20161424    495     101  8427       5.7043   5.8395e-09
54546        1   20130522   20176771    157      45  8427       4.8874   5.1082e-07
23252        1   20173356   20249438    229      46  8427       5.6694   7.1662e-09
30814        1   20236800   20285110    140      38  8427       3.0485    0.0011498
5320         1   20291924   20341932    143      43  8427       6.9647   1.6452e-12
5322         1   20351157   20428394    186      44  8427       3.9297   4.2524e-05
