GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
148398       1     824993     889961    143      30  31762     -0.79122      0.78559
339451       1     860967     911099     98      32  31762     -0.13843      0.55505
84069        1     866872     920488    102      36  31762      0.10936      0.45646
26155        1     869583     929679    105      38  31762      0.19744      0.42174
84808        1     900579     952473     93      30  31762       1.0781      0.14049
9636         1     913847     959920     93      27  31762      0.67082      0.25117
375790       1     920503    1001499    169      45  31762     0.034135      0.48638
57801        1     924342     971608     81      23  31762       0.4183      0.33786
401934       1     997126    1044687     93      21  31762       1.5171     0.064615
54991        1    1007198    1086736    187      31  31762       1.9101     0.028062
254173       1    1074286    1143315    198      34  31762      0.84055       0.2003
8784         1    1128888    1177163    159      16  31762      -1.1611       0.8772
126792       1    1132629    1180421    156      16  31762      -1.0118      0.84418
7293         1    1136706    1184703    156      15  31762     -0.76612       0.7782
51150        1    1142288    1202447    183      19  31762     -0.84765      0.80168
388581       1    1167826    1217102    120      24  31762     -0.47082      0.68111
118424       1    1179292    1244234    137      29  31762     -0.58701       0.7214
6339         1    1180816    1237409    117      25  31762      -0.5203      0.69857
126789       1    1208962    1257057     87      22  31762     -0.72403      0.76548
116983       1    1217764    1278304     98      25  31762     -0.80181      0.78867
80772        1    1225136    1274276     84      23  31762     -0.91093      0.81883
83756        1    1231726    1279844     75      20  31762     -0.97428      0.83504
54973        1    1236965    1295067     80      20  31762     -0.87909      0.81032
1855         1    1260658    1319509     78      18  31762     -0.42673      0.66521
54587        1    1278071    1332183     58      16  31762     -0.15023      0.55971
54998        1    1299110    1345818     63      14  31762      0.32013      0.37443
81669        1    1311091    1369718     99      13  31762       0.8882      0.18722
643965       1    1326508    1373167     81      11  31762      0.89902      0.18432
55052        1    1327276    1377693     87      13  31762      0.85788      0.19548
64856        1    1335903    1388262     97      15  31762       0.8391      0.20071
219293       1    1343152    1415538    115      22  31762      0.95614       0.1695
441869       1    1343800    1391824     88      16  31762      0.84541      0.19894
83858        1    1372139    1454852    108      20  31762      0.72757      0.23344
55210        1    1412523    1480067     91      16  31762       1.0001      0.15863
339453       1    1460158    1510740     70      13  31762      0.33007      0.37067
29101        1    1467053    1545262    102      14  31762     -0.73637      0.76925
142678       1    1515795    1575990     50       9  31762      -2.2022      0.98617
643988       1    1523388    1570476     45       8  31762      -2.1314      0.98347
8510         1    1532060    1580030     34       6  31762      -2.1107       0.9826
984          1    1561100    1625473     38      10  31762     -0.97175      0.83441
728661       1    1581486    1659243     49      13  31762      -1.6058      0.94584
728642       1    1623822    1690999     49      16  31762     -0.87354      0.80882
9906         1    1646277    1712438     79      23  31762      -1.0244      0.84717
65220        1    1672671    1746508     99      27  31762     -0.71638      0.76312
2782         1    1706725    1857552    192      38  31762     -0.29989      0.61787
163688       1    1811266    1858733     79      17  31762      0.24809      0.40203
339456       1    1839029    1885740     92      16  31762      0.54127      0.29416
85452        1    1843390    1970276    266      44  31762     -0.44052      0.67022
2563         1    1915768    1972192    119      35  31762     -0.49185      0.68859
5590         1    1946909    2126834    373      82  31762      0.40807      0.34161
100506504    1    2103250    2150812     88      30  31762     -0.58822      0.72181
199990       1    2105899    2179159    143      50  31762     -0.42726       0.6654
6497         1    2125134    2251652    287      83  31762       0.2109      0.41648
79906        1    2241719    2358190    342      86  31762     0.042906      0.48289
11079        1    2288214    2346883    146      53  31762      0.32561      0.37236
5192         1    2326241    2379010    151      66  31762     -0.57895      0.71869
9651         1    2372754    2446964    214      54  31762       1.2988     0.097009
55229        1    2429975    2493061    148      34  31762        0.143      0.44314
388585       1    2450184    2496684     92      26  31762     0.054113      0.47842
8764         1    2452291    2505268    105      30  31762      0.14112      0.44389
127281       1    2482899    2532908    108      30  31762     -0.34474      0.63486
79258        1    2512078    2599499    185      34  31762     -0.36981      0.64424
100287898    1    2562807    2741230    184      34  31762      0.85432      0.19646
140625       1    2903046    2949467    148      15  31762     -0.22013      0.58711
63976        1    2950565    3365185   1227     201  31762      0.19615      0.42225
27237        1    3336147    3407677    178      37  31762      0.61553       0.2691
1953         1    3394506    3563059    457      93  31762      0.23107      0.40863
127262       1    3506556    3556695    113      34  31762      0.74231      0.22895
7161         1    3534129    3662765    276      71  31762      -0.7105       0.7613
49856        1    3537331    3601671    134      44  31762     -0.49195      0.68862
148870       1    3633965    3698209    173      37  31762      0.12285      0.45111
388588       1    3654352    3702546    145      28  31762    0.0081378      0.49675
57470        1    3686784    3748068    211      30  31762      -1.0565      0.85463
9731         1    3718645    3808797    333      35  31762      0.17511       0.4305
1677         1    3738845    3811993    290      38  31762      0.40666      0.34213
339448       1    3795697    3851857    141      27  31762       1.5355      0.06233
55966        1    4680105    4853851    656     110  31762     -0.17888      0.57098
261734       1    5912870    6087618    475      43  31762      0.48535      0.31371
8514         1    6017358    6171253    358      76  31762       0.2085      0.41742
26038        1    6151847    6275194    269      54  31762      0.45914      0.32307
388591       1    6231189    6291359    112      27  31762       0.7291      0.23297
6146         1    6235080    6294679    112      28  31762      0.62025      0.26755
390992       1    6269252    6315638     93      23  31762      0.62539      0.26586
23463        1    6271253    6331044    121      29  31762      0.53998      0.29461
387509       1    6297406    6356035    125      33  31762       1.0129      0.15554
11332        1    6314332    6488826    505      32  31762      0.90351      0.18313
83715        1    6449836    6531004    207      28  31762       1.0281      0.15194
54626        1    6465292    6519724    138      20  31762       1.2939     0.097854
8718         1    6510787    6562432    104      25  31762     -0.20583      0.58154
57449        1    6516152    6615121    211      46  31762    -0.057416      0.52289
79707        1    6571407    6649658    144      27  31762      0.35106      0.36277
80835        1    6579987    6649817    124      23  31762      0.52652      0.29926
3104         1    6605051    6659340    109      35  31762      0.28644      0.38727
148479       1    6638756    6694093     95      32  31762     -0.63808      0.73829
9903         1    6640784    6697958    106      35  31762       -0.967      0.83323
90326        1    6649925    6705646    110      35  31762     -0.54978      0.70877
55735        1    6684228    6796966    214      50  31762     -0.48935       0.6877
23261        1    6810384    7839766   2271     266  31762     -0.84306       0.8004
9341         1    7796329    7851492    107      33  31762      -1.0791      0.85974
8863         1    7809413    7915241    252      33  31762     -0.99122      0.83921
10911        1    7897672    7948551    157      32  31762      -1.1186      0.86834
3604         1    7965931    8038225    110      39  31762      0.42302      0.33614
11315        1    7986714    8055342    100      33  31762      0.65398      0.25656
54206        1    8061779    8121393     83      22  31762      0.82387      0.20501
50651        1    8343171    8414227    133      41  31762      0.23797      0.40595
473          1    8402464    8912699    643      73  31762       1.0943      0.13692
2023         1    8911059    8974151    113      36  31762      0.24185      0.40445
765          1    8970893    9045151    218      70  31762     -0.66224      0.74609
155184       1    9053359    9121404    163      52  31762     -0.85137      0.80272
6518         1    9087005    9166763    219      44  31762     -0.67896      0.75142
80045        1    9153472    9224229    161      48  31762      -1.1032      0.86504
9563         1    9259822    9341396    226      57  31762      0.67851      0.24872
80176        1    9300202    9439591    441     109  31762      0.32906      0.37106
84275        1    9564528    9652831    128      43  31762      -1.0563      0.85459
199953       1    9613932    9684935     82      36  31762     -0.29542      0.61617
5293         1    9676789    9799172    235      63  31762      -1.5752       0.9424
22883        1    9779079    9919550    243      57  31762     -0.30246      0.61885
56998        1    9898334   10005316    195      62  31762      -1.3506      0.91159
64802        1    9968486   10055556    147      39  31762     -0.73816      0.76979
84328        1    9972168   10038460    110      33  31762     -0.54222      0.70617
116362       1   10022255   10086078    117      26  31762      -1.2322      0.89107
10277        1   10058041   10251297    424      35  31762      -1.0228      0.84681
23095        1   10235606   10451664    580      26  31762     -0.36535      0.64258
5226         1   10423884   10490565    161      36  31762      -0.5364      0.70416
378708       1   10454944   10520239    122      41  31762     0.031216      0.48755
100526739    1   10455159   10522060    125      43  31762     0.021334      0.49149
1325         1   10474776   10522060     79      31  31762      0.15828      0.43712
5195         1   10500003   10700815    386      60  31762      0.21821      0.41363
1676         1   10510588   10567613     98      25  31762      0.11507       0.4542
54897        1   10686661   10891733    454     126  31762      0.24211      0.40435
148345       1   10996530   11077094    148      30  31762      0.54761      0.29198
23435        1   11037462   11095549     86      23  31762    -0.060539      0.52414
10747        1   11076580   11142296    132      16  31762        1.815     0.034766
6723         1   11104649   11155091     90       8  31762        2.014     0.022007
5394         1   11116675   11194961    157      11  31762       1.9621     0.024877
2475         1   11156588   11357614    350      23  31762       1.6941     0.045124
10218        1   11214346   11266038     86       7  31762       1.8598     0.031455
29914        1   11298255   11358491     95      22  31762      0.70589      0.24013
57540        1   11504295   11607640    199      44  31762      0.20452      0.41897
93611        1   11679432   11733384    107      35  31762       1.2585      0.10411
26270        1   11689150   11744411    115      35  31762       1.3549     0.087727
26232        1   11697924   11749888    104      32  31762        1.501     0.066683
374946       1   11716781   11790336    155      46  31762      0.82917      0.20351
10459        1   11724537   11786678    132      40  31762      0.53303        0.297
57085        1   11761142   11820828    119      36  31762    -0.042415      0.51692
284498       1   11788827   11859642    173      32  31762     -0.27428      0.60806
1185         1   11831153   11913201    280      19  31762      0.12384      0.45072
4524         1   11835787   11901160    224      19  31762       0.1607      0.43617
4878         1   11895766   11942840    171      34  31762     -0.51312      0.69607
4879         1   11907521   11953992    160      33  31762     -0.82843      0.79629
5351         1   11959724   12045599    204      37  31762     -0.18375      0.57289
90231        1   11969645   12021485    133      25  31762    -0.065295      0.52603
9927         1   12005238   12083572    139      24  31762      -1.2153      0.88787
60672        1   12044299   12102106     81      19  31762     0.015087      0.49398
943          1   12088434   12214264    219      67  31762     -0.39865      0.65492
7133         1   12192044   12279279    206      40  31762      -1.5486      0.93926
55187        1   12255101   12582099    702      47  31762     -0.16738      0.56646
9249         1   12617939   12712820    253      50  31762      0.60617       0.2722
343066       1   12669566   12737097    160      24  31762      -1.2062      0.88612
126767       1   12741118   12798726     77      26  31762     -0.11932      0.54749
93190        1   12771163   12831102     93      17  31762      0.33008      0.37067
390999       1   12799984   12848049     65      15  31762      0.48645      0.31332
65121        1   12816546   12866777     71      19  31762      0.92274      0.17807
440560       1   12874468   12926264     59       3  31762      0.93859      0.17397
65122        1   12881941   12931764     54       2  31762      0.93748      0.17426
343069       1   12897261   12943578     54       2  31762      0.93748      0.17426
440563       1   13172960   13219326     25       5  31762     -0.50601      0.69357
126755       1   13791445   13875242    225      60  31762      0.27873      0.39023
10630        1   13875252   13954452    218      65  31762      0.24023      0.40508
7799         1   13991714   14161574    475      46  31762      -1.2691       0.8978
23254        1   14184646   15454544   3462     410  31762    -0.096385      0.53839
55092        1   15444028   15556974    345      41  31762     -0.60241      0.72655
727684       1   15480692   15533120    161      31  31762     -0.77779      0.78165
114827       1   15538730   15734767    535      87  31762     0.081553       0.4675
79180        1   15701391   15766839    169      38  31762     -0.16885      0.56704
11330        1   15729938   15783153    112      38  31762     -0.25946      0.60236
63036        1   15748223   15808586    125      35  31762      0.75129      0.22624
51032        1   15767596   15827895    139      39  31762       0.9811      0.16327
842          1   15807896   15886407    165      28  31762      0.94796      0.17158
23341        1   15818343   15908228    194      29  31762       1.1023      0.13516
79814        1   15888194   15946605    160      19  31762       1.7433     0.040644
84301        1   15908953   16005539    225      20  31762       1.8954     0.029022
6248         1   15951364   15998217     98      15  31762       1.9498     0.025603
23207        1   15975632   16071264    237      31  31762       2.0983      0.01794
284723       1   16027721   16077884    139      28  31762        2.033     0.021026
388595       1   16033987   16084292    139      29  31762         1.98     0.023854
54751        1   16048107   16123089    185      49  31762      0.87181      0.19165
440567       1   16123657   16169194    150      19  31762      0.85251      0.19697
23013        1   16139359   16276951    285      40  31762       2.1649     0.015197
7709         1   16258364   16337627    206      44  31762        2.083     0.018624
101928566    1   16267626   16333701    180      40  31762       2.0291     0.021225
149563       1   16295731   16343184    159      34  31762       1.5237     0.063791
